DEC_1	DEC_2	E2_1	E2_2	UNTR_1	UNTR_2
ENSMUSG00000024621	88543	86449	67005	61189	48350	53713
ENSMUSG00000024622	1127	1089	1056	888	687	778
ENSMUSG00000089125	10	12	8	4	6	9
ENSMUSG00000034320	3021	2966	3553	3213	1789	1948
ENSMUSG00000024575	8	8	10	13	9	5
ENSMUSG00000069367	34	28	46	21	44	52
ENSMUSG00000033871	139	189	182	183	95	86
ENSMUSG00000093026	3	0	1	1	1	2
ENSMUSG00000089541	0	0	0	0	0	0
ENSMUSG00000045094	590	585	209	166	104	102
ENSMUSG00000024576	10148	9654	8948	8551	7893	8679
ENSMUSG00000065592	0	1	0	0	0	3
ENSMUSG00000065445	0	0	0	0	1	1
ENSMUSG00000084888	1	3	0	0	1	1
ENSMUSG00000024578	0	1	0	0	1	0
ENSMUSG00000024579	141	116	165	157	136	180
ENSMUSG00000024580	660	624	674	617	512	614
ENSMUSG00000033032	37	32	28	27	29	33
ENSMUSG00000032735	2	0	0	0	8	12
ENSMUSG00000045629	0	2	2	0	7	5
ENSMUSG00000045730	543	590	435	446	361	431
ENSMUSG00000054589	49	49	53	39	23	23
ENSMUSG00000026322	0	0	0	1	2	4
ENSMUSG00000042211	3420	3435	3063	2947	2274	2517
ENSMUSG00000044176	1	1	1	0	1	1
ENSMUSG00000060201	0	0	0	0	0	0
ENSMUSG00000073551	0	0	0	0	0	0
ENSMUSG00000091744	0	1	1	1	0	0
ENSMUSG00000041789	1	1	0	1	1	2
ENSMUSG00000071847	65	60	33	41	29	39
ENSMUSG00000024581	2098	2085	2339	2136	1541	1600
ENSMUSG00000041482	25	22	3	3	13	34
ENSMUSG00000089156	0	0	0	0	0	0
ENSMUSG00000088665	0	0	0	0	0	0
ENSMUSG00000087957	0	0	0	0	0	1
ENSMUSG00000088726	0	0	0	0	0	0
ENSMUSG00000088656	0	0	0	0	0	0
ENSMUSG00000024583	2574	2372	2381	2246	2461	2644
ENSMUSG00000040560	2853	2761	3152	2946	1904	2166
ENSMUSG00000084642	0	0	0	0	0	0
ENSMUSG00000086128	0	1	0	0	0	2
ENSMUSG00000056812	1	0	0	0	1	1
ENSMUSG00000045991	27	27	20	18	15	22
ENSMUSG00000060096	3	1	2	6	1	4
ENSMUSG00000024588	1776	1809	1824	1717	1418	1605
ENSMUSG00000024587	7085	6752	6551	6048	5368	5969
ENSMUSG00000039529	22	26	33	33	24	19
ENSMUSG00000088613	0	0	0	0	0	0
ENSMUSG00000088304	0	0	0	0	0	0
ENSMUSG00000024589	2554	2502	3102	2922	2433	2642
ENSMUSG00000065402	0	0	0	0	0	0
ENSMUSG00000032845	101	95	107	95	108	137
ENSMUSG00000073546	0	0	0	0	1	0
ENSMUSG00000093283	0	0	0	0	0	0
ENSMUSG00000032688	6151	5972	5909	5546	4543	5077
ENSMUSG00000093347	0	0	1	0	1	0
ENSMUSG00000093783	0	0	0	0	0	0
ENSMUSG00000042439	303	282	310	310	212	223
ENSMUSG00000046610	10	6	5	6	9	8
ENSMUSG00000024516	6064	5873	7159	6466	5973	6767
ENSMUSG00000024517	0	0	0	0	1	0
ENSMUSG00000087746	0	0	0	0	0	0
ENSMUSG00000024518	1	1	0	0	1	1
ENSMUSG00000091327	0	0	0	0	0	0
ENSMUSG00000024519	1	0	0	0	0	1
ENSMUSG00000041891	2680	2633	2172	2077	1798	2028
ENSMUSG00000046318	636	603	528	483	386	474
ENSMUSG00000076147	0	0	0	0	0	0
ENSMUSG00000085055	2	4	0	0	4	4
ENSMUSG00000024521	5212	5038	6827	6507	5244	5868
ENSMUSG00000089387	0	0	0	0	0	0
ENSMUSG00000088187	0	0	0	0	0	0
ENSMUSG00000047259	0	0	0	0	2	0
ENSMUSG00000024524	480	438	416	327	413	470
ENSMUSG00000065121	1	0	0	0	1	0
ENSMUSG00000073543	3391	3328	2864	2924	2570	2785
ENSMUSG00000062526	915	854	698	589	549	627
ENSMUSG00000024525	753	768	576	587	536	623
ENSMUSG00000046415	32	31	20	28	44	31
ENSMUSG00000024526	0	0	0	0	1	1
ENSMUSG00000001473	3932	3854	3443	3226	3318	3912
ENSMUSG00000024527	2716	2709	2576	2420	2038	2351
ENSMUSG00000088753	1	0	0	0	0	0
ENSMUSG00000024530	15	16	4	10	12	10
ENSMUSG00000024533	1318	1307	1661	1622	1077	1218
ENSMUSG00000091695	1	0	2	0	2	0
ENSMUSG00000073542	234	188	268	250	176	204
ENSMUSG00000024537	346	334	350	332	423	479
ENSMUSG00000024539	1761	1789	1862	1805	1672	1739
ENSMUSG00000091127	22	29	15	14	24	27
ENSMUSG00000079614	2100	1965	1823	1787	1497	1587
ENSMUSG00000092977	2	0	2	1	0	3
ENSMUSG00000024542	2308	2267	2044	1950	965	1152
ENSMUSG00000024544	309	303	256	245	140	152
ENSMUSG00000038121	1503	1390	1597	1401	1001	1076
ENSMUSG00000009535	1644	1577	1939	1783	1393	1594
ENSMUSG00000007480	0	1	0	2	1	1
ENSMUSG00000045569	0	0	0	0	0	0
ENSMUSG00000024546	0	0	0	0	0	2
ENSMUSG00000088166	0	0	0	0	0	0
ENSMUSG00000053477	2784	2786	1405	1379	1230	1436
ENSMUSG00000088659	0	2	0	0	0	0
ENSMUSG00000064706	1	0	0	0	0	0
ENSMUSG00000038903	2	2	0	0	5	3
ENSMUSG00000084948	0	0	0	0	0	0
ENSMUSG00000086824	0	0	0	0	0	0
ENSMUSG00000024511	47	44	48	64	34	57
ENSMUSG00000024512	0	0	0	0	0	0
ENSMUSG00000044906	968	964	905	931	488	557
ENSMUSG00000079608	86	89	98	75	50	71
ENSMUSG00000038425	363	389	371	349	260	323
ENSMUSG00000024513	5921	6013	4626	4468	4203	4476
ENSMUSG00000060534	1	2	1	0	1	6
ENSMUSG00000080635	0	0	0	0	0	0
ENSMUSG00000065922	0	0	0	0	1	0
ENSMUSG00000037253	1512	1500	1528	1483	1023	1104
ENSMUSG00000064527	0	0	0	0	0	1
ENSMUSG00000076941	0	0	0	0	0	0
ENSMUSG00000024515	2911	2856	2953	2863	2108	2212
ENSMUSG00000036941	1323	1355	1238	1184	907	951
ENSMUSG00000024556	1230	1171	1099	1040	1003	1103
ENSMUSG00000064036	1	0	0	0	2	3
ENSMUSG00000024558	15	21	20	18	27	15
ENSMUSG00000090263	0	0	0	0	0	0
ENSMUSG00000053861	0	0	0	0	0	0
ENSMUSG00000087882	0	0	0	0	0	0
ENSMUSG00000036223	45	30	63	53	41	56
ENSMUSG00000024560	2403	2488	2471	2207	2106	2224
ENSMUSG00000024561	2475	2381	2494	2373	1773	1997
ENSMUSG00000035394	11	9	12	8	8	8
ENSMUSG00000082401	0	2	1	1	1	3
ENSMUSG00000025885	24	29	65	55	41	34
ENSMUSG00000086333	1	0	0	0	0	0
ENSMUSG00000088689	3	1	1	2	1	2
ENSMUSG00000089235	4	0	1	4	7	7
ENSMUSG00000036880	2691	2507	1990	1924	2458	2680
ENSMUSG00000088144	0	0	0	0	0	0
ENSMUSG00000076229	0	0	0	0	0	0
ENSMUSG00000053846	43	34	8	6	13	11
ENSMUSG00000062328	22154	22781	21863	21042	25526	28673
ENSMUSG00000064871	9	11	13	10	9	11
ENSMUSG00000064647	27	27	29	36	9	19
ENSMUSG00000064844	23	17	21	13	23	11
ENSMUSG00000036299	2665	2507	2470	2353	2698	3037
ENSMUSG00000035765	1319	1331	1348	1261	1219	1336
ENSMUSG00000092569	17	28	23	24	9	15
ENSMUSG00000025880	331	298	397	350	301	367
ENSMUSG00000052928	360	356	353	339	272	265
ENSMUSG00000073534	0	1	0	0	2	2
ENSMUSG00000044646	7	7	4	5	6	7
ENSMUSG00000024563	1900	1925	1798	1693	1497	1605
ENSMUSG00000091519	0	0	0	0	0	2
ENSMUSG00000090000	1437	1287	1239	1163	1488	1607
ENSMUSG00000025421	828	859	941	800	775	822
ENSMUSG00000025420	7	6	6	9	8	14
ENSMUSG00000025423	1541	1475	1450	1495	1132	1315
ENSMUSG00000073532	0	0	0	0	1	0
ENSMUSG00000025425	0	1	0	0	1	2
ENSMUSG00000082784	0	0	0	0	3	1
ENSMUSG00000032818	4	5	0	0	9	11
ENSMUSG00000025427	1	1	1	2	5	2
ENSMUSG00000047466	562	480	507	499	273	314
ENSMUSG00000077593	0	0	0	0	0	0
ENSMUSG00000056682	0	0	0	0	1	0
ENSMUSG00000090400	0	0	0	0	0	0
ENSMUSG00000041840	253	241	274	240	256	281
ENSMUSG00000025428	23077	21960	22451	20903	21245	23894
ENSMUSG00000073529	31	36	24	20	11	12
ENSMUSG00000025429	1145	1158	818	783	381	468
ENSMUSG00000087838	2	4	4	3	6	5
ENSMUSG00000039840	1326	1304	1363	1246	732	812
ENSMUSG00000091055	3	0	1	1	2	1
ENSMUSG00000059336	33	35	21	19	26	36
ENSMUSG00000024552	3	4	0	3	11	4
ENSMUSG00000090451	0	1	1	1	2	0
ENSMUSG00000064875	1	0	0	0	0	0
ENSMUSG00000088733	0	0	0	0	0	0
ENSMUSG00000024548	38	41	13	6	15	17
ENSMUSG00000087717	0	0	0	0	0	0
ENSMUSG00000073526	0	1	0	0	0	0
ENSMUSG00000073525	0	0	0	0	0	0
ENSMUSG00000073524	1	0	0	0	0	0
ENSMUSG00000091385	0	0	0	0	0	0
ENSMUSG00000091999	0	0	0	0	0	0
ENSMUSG00000073521	0	0	0	0	0	0
ENSMUSG00000056214	108	84	131	106	107	128
ENSMUSG00000053950	1347	1211	1323	1196	916	1021
ENSMUSG00000024570	1712	1684	1381	1314	1600	1729
ENSMUSG00000024571	3533	3543	3494	3218	3417	3859
ENSMUSG00000057130	538	527	509	502	576	712
ENSMUSG00000078963	2	2	3	0	3	6
ENSMUSG00000034006	1765	1574	1730	1625	1765	1992
ENSMUSG00000059852	7	7	12	9	5	12
ENSMUSG00000087218	0	1	0	1	0	0
ENSMUSG00000033323	1455	1438	1254	1167	1086	1172
ENSMUSG00000033016	2818	2695	2312	2228	1715	1836
ENSMUSG00000024566	4084	3950	4091	3731	2783	3128
ENSMUSG00000092973	0	0	0	0	0	0
ENSMUSG00000024565	48	41	3	4	29	26
ENSMUSG00000089257	0	0	0	0	0	0
ENSMUSG00000077599	0	0	0	0	0	1
ENSMUSG00000093036	0	0	0	0	0	0
ENSMUSG00000058625	7	3	8	3	12	6
ENSMUSG00000087999	0	0	0	0	0	0
ENSMUSG00000024553	0	1	0	1	1	1
ENSMUSG00000041607	4882	4602	5894	5443	4101	4625
ENSMUSG00000061684	13	17	20	12	18	24
ENSMUSG00000041258	2853	2775	2829	2586	1523	1737
ENSMUSG00000073519	83	80	113	87	58	69
ENSMUSG00000092638	0	0	0	0	0	0
ENSMUSG00000085190	8	8	5	7	6	16
ENSMUSG00000058881	4507	4562	4585	4322	2400	2784
ENSMUSG00000077976	2	0	0	0	1	0
ENSMUSG00000088143	0	0	0	0	1	0
ENSMUSG00000046982	682	665	694	652	372	461
ENSMUSG00000049090	1141	1047	1326	1180	876	992
ENSMUSG00000048410	871	809	740	678	429	488
ENSMUSG00000056162	3	1	6	1	1	4
ENSMUSG00000092056	0	0	0	0	1	0
ENSMUSG00000024644	19773	19064	13698	12682	13591	15221
ENSMUSG00000089760	5	1	5	4	5	4
ENSMUSG00000047992	35	36	56	51	40	47
ENSMUSG00000089410	0	0	0	0	0	0
ENSMUSG00000065746	0	0	2	1	1	0
ENSMUSG00000092153	0	0	0	0	1	0
ENSMUSG00000088070	0	0	0	0	0	0
ENSMUSG00000024646	3641	3456	4307	4001	3457	3860
ENSMUSG00000089744	3	1	2	6	0	2
ENSMUSG00000034391	0	1	0	0	1	1
ENSMUSG00000024645	436	362	407	432	383	389
ENSMUSG00000064667	0	0	0	0	0	0
ENSMUSG00000050321	0	0	0	0	2	0
ENSMUSG00000024647	0	0	0	0	1	3
ENSMUSG00000069324	1	0	0	0	0	0
ENSMUSG00000077641	0	0	0	0	0	0
ENSMUSG00000056153	2997	2888	2588	2252	2092	2393
ENSMUSG00000023066	472	476	513	458	365	352
ENSMUSG00000034028	16	21	41	47	15	18
ENSMUSG00000043498	2	3	0	2	2	2
ENSMUSG00000073514	3	2	0	1	2	3
ENSMUSG00000089885	0	0	0	0	0	0
ENSMUSG00000090047	0	0	0	0	0	0
ENSMUSG00000092792	0	0	0	0	0	0
ENSMUSG00000089008	0	0	0	0	0	0
ENSMUSG00000091697	0	0	0	0	0	0
ENSMUSG00000077402	0	0	0	0	0	0
ENSMUSG00000024614	4208	3929	4411	4267	2783	3072
ENSMUSG00000090756	59	36	67	57	40	46
ENSMUSG00000047735	14289	13812	3466	3216	2790	3158
ENSMUSG00000044156	327	319	568	509	417	467
ENSMUSG00000001376	1870	1951	2079	1872	1504	1568
ENSMUSG00000023964	1	0	0	0	0	1
ENSMUSG00000076357	0	1	0	0	0	0
ENSMUSG00000070107	0	0	0	0	0	0
ENSMUSG00000029664	21	30	30	22	16	17
ENSMUSG00000029663	0	0	0	0	0	0
ENSMUSG00000032766	556	531	660	629	535	643
ENSMUSG00000032757	1087	1060	1121	1070	900	988
ENSMUSG00000087863	0	0	0	0	0	0
ENSMUSG00000029661	3908	3841	519	675	4033	4814
ENSMUSG00000015189	1455	1362	1478	1375	962	1015
ENSMUSG00000004631	82	84	22	22	81	85
ENSMUSG00000092035	39	40	23	30	22	40
ENSMUSG00000093570	1	0	0	0	1	0
ENSMUSG00000083041	0	0	1	0	0	0
ENSMUSG00000032827	1263	1363	868	854	597	671
ENSMUSG00000002588	0	0	2	1	3	2
ENSMUSG00000029759	3199	3026	2271	2092	1788	1994
ENSMUSG00000032667	6479	6186	5780	5370	5441	6270
ENSMUSG00000042607	506	480	541	540	362	410
ENSMUSG00000019577	203	214	38	35	168	199
ENSMUSG00000029757	4	3	1	1	4	3
ENSMUSG00000085416	0	0	0	0	0	0
ENSMUSG00000015112	454	393	628	551	445	518
ENSMUSG00000093482	0	0	0	0	0	3
ENSMUSG00000093658	1	0	0	0	0	0
ENSMUSG00000093380	0	0	0	0	1	0
ENSMUSG00000042541	7808	7309	5907	5451	7585	8661
ENSMUSG00000093675	1	0	0	0	2	0
ENSMUSG00000093581	0	0	0	0	0	0
ENSMUSG00000093651	0	1	0	0	0	1
ENSMUSG00000090063	2	0	0	0	0	2
ENSMUSG00000029754	4	8	1	2	6	4
ENSMUSG00000029755	7	6	0	0	9	8
ENSMUSG00000065770	0	0	0	0	0	0
ENSMUSG00000090567	5	1	2	2	4	1
ENSMUSG00000042505	108	96	90	133	112	122
ENSMUSG00000061762	0	1	0	1	1	0
ENSMUSG00000029752	131	133	136	136	136	177
ENSMUSG00000042460	632	582	588	585	281	303
ENSMUSG00000084418	0	0	0	0	0	0
ENSMUSG00000048365	0	1	0	0	0	0
ENSMUSG00000068794	4	3	0	2	6	6
ENSMUSG00000042447	528	551	548	529	420	475
ENSMUSG00000012483	355	340	364	374	405	453
ENSMUSG00000089862	1016	970	1069	1007	892	1008
ENSMUSG00000089890	1	2	0	1	2	0
ENSMUSG00000089735	2	1	2	2	3	1
ENSMUSG00000090151	0	2	0	1	0	1
ENSMUSG00000088118	1	0	0	0	0	0
ENSMUSG00000087305	65	40	35	31	36	42
ENSMUSG00000077250	0	0	0	0	0	1
ENSMUSG00000029638	82	83	82	62	33	40
ENSMUSG00000090407	0	0	0	0	0	0
ENSMUSG00000090234	0	0	0	0	0	0
ENSMUSG00000062995	676	638	724	660	529	570
ENSMUSG00000046178	1	0	0	0	0	3
ENSMUSG00000092676	0	0	0	0	0	0
ENSMUSG00000064690	0	0	0	0	0	2
ENSMUSG00000029632	1773	1772	1551	1425	2086	2343
ENSMUSG00000029629	1448	1461	1431	1266	1158	1338
ENSMUSG00000057223	1	0	0	0	2	1
ENSMUSG00000087969	0	0	0	0	0	0
ENSMUSG00000032625	9	16	2	2	16	19
ENSMUSG00000083794	0	0	0	0	0	0
ENSMUSG00000065030	0	0	0	0	0	0
ENSMUSG00000083620	0	0	0	0	0	0
ENSMUSG00000029571	3450	3179	3507	3252	2180	2374
ENSMUSG00000077643	0	0	0	0	0	0
ENSMUSG00000079679	0	0	0	0	1	1
ENSMUSG00000091978	0	0	0	0	0	0
ENSMUSG00000065909	0	0	0	0	0	0
ENSMUSG00000029569	3882	3536	4093	3799	2750	3134
ENSMUSG00000042742	2425	2256	2594	2368	1528	1753
ENSMUSG00000048216	270	277	347	326	180	248
ENSMUSG00000052419	2586	2400	2178	1995	2258	2530
ENSMUSG00000084931	146	138	129	91	98	126
ENSMUSG00000092059	2	3	2	0	2	3
ENSMUSG00000088975	0	0	0	0	0	0
ENSMUSG00000077334	0	0	0	0	0	0
ENSMUSG00000042717	0	0	0	0	0	1
ENSMUSG00000029563	4	2	0	0	4	6
ENSMUSG00000093317	0	0	0	0	0	0
ENSMUSG00000041390	6280	6116	4467	3984	4115	4588
ENSMUSG00000029553	1406	1404	995	968	921	1099
ENSMUSG00000081744	0	0	0	0	0	0
ENSMUSG00000084772	12	8	14	11	9	5
ENSMUSG00000054556	27	16	34	35	13	13
ENSMUSG00000029552	3784	3829	6027	5720	3852	4346
ENSMUSG00000085171	3	3	1	2	2	0
ENSMUSG00000085264	3	1	2	5	2	3
ENSMUSG00000000058	2094	1975	1943	1978	1174	1196
ENSMUSG00000007655	1667	1621	1256	1173	721	779
ENSMUSG00000064965	0	0	0	0	0	0
ENSMUSG00000009376	2142	2135	2646	2327	1238	1375
ENSMUSG00000015733	23978	22068	14387	13351	13974	15240
ENSMUSG00000029534	325	303	342	323	275	315
ENSMUSG00000086409	3	0	0	0	1	1
ENSMUSG00000081077	0	0	0	0	0	1
ENSMUSG00000010797	0	0	0	0	0	2
ENSMUSG00000010796	2	0	0	0	3	1
ENSMUSG00000084203	0	0	0	0	0	1
ENSMUSG00000082289	3	0	6	3	5	3
ENSMUSG00000041301	7	6	8	4	2	1
ENSMUSG00000087389	0	0	0	0	0	0
ENSMUSG00000080767	0	0	0	0	0	0
ENSMUSG00000000416	22	14	19	8	18	14
ENSMUSG00000084947	0	0	0	0	1	0
ENSMUSG00000093271	0	0	0	0	0	0
ENSMUSG00000065051	0	0	0	0	0	0
ENSMUSG00000071568	1	1	0	0	0	2
ENSMUSG00000085607	4417	4560	3919	3523	2363	2611
ENSMUSG00000044155	778	782	667	650	764	783
ENSMUSG00000029517	0	5	4	4	1	2
ENSMUSG00000084650	0	0	0	0	0	0
ENSMUSG00000088880	0	0	0	0	0	0
ENSMUSG00000065702	0	0	0	0	0	0
ENSMUSG00000087831	0	0	0	0	0	0
ENSMUSG00000088458	0	0	0	0	1	0
ENSMUSG00000060882	0	0	0	2	6	1
ENSMUSG00000029669	55	49	38	44	37	38
ENSMUSG00000029670	792	746	692	656	504	606
ENSMUSG00000090888	2	0	2	0	3	2
ENSMUSG00000062980	238	240	132	128	131	159
ENSMUSG00000029671	12	11	3	3	10	5
ENSMUSG00000029672	3476	3235	1880	1814	2042	2379
ENSMUSG00000077877	0	0	0	0	0	0
ENSMUSG00000077134	0	0	0	0	0	0
ENSMUSG00000068748	6	2	0	0	3	6
ENSMUSG00000029695	2	1	0	0	1	0
ENSMUSG00000071564	0	0	0	0	0	0
ENSMUSG00000071563	0	0	0	0	0	1
ENSMUSG00000029697	0	0	0	0	1	0
ENSMUSG00000017978	6	9	6	2	12	8
ENSMUSG00000088885	0	0	0	0	0	0
ENSMUSG00000051956	0	1	0	0	1	0
ENSMUSG00000078179	0	0	0	0	0	0
ENSMUSG00000043865	0	0	0	0	0	0
ENSMUSG00000029700	11	10	8	8	12	18
ENSMUSG00000093580	2	0	0	0	1	0
ENSMUSG00000093255	0	0	0	0	0	0
ENSMUSG00000046192	0	0	0	0	1	0
ENSMUSG00000023089	812	873	640	648	917	1042
ENSMUSG00000029685	1	2	0	0	0	5
ENSMUSG00000091097	0	0	0	0	1	0
ENSMUSG00000029683	0	0	0	0	0	3
ENSMUSG00000029684	1730	1719	1787	1658	1218	1379
ENSMUSG00000029679	0	0	0	0	0	0
ENSMUSG00000029680	1	0	0	1	0	1
ENSMUSG00000029682	0	0	0	0	2	0
ENSMUSG00000029678	0	0	0	0	0	0
ENSMUSG00000077196	0	0	0	0	0	0
ENSMUSG00000048022	4	4	3	2	4	2
ENSMUSG00000090045	0	0	0	0	0	0
ENSMUSG00000087867	0	0	0	0	0	0
ENSMUSG00000089442	0	0	0	0	0	0
ENSMUSG00000039904	0	1	0	0	5	1
ENSMUSG00000029676	783	705	648	607	577	587
ENSMUSG00000088387	0	0	0	0	0	0
ENSMUSG00000024211	0	0	0	0	4	1
ENSMUSG00000088391	0	0	0	0	0	1
ENSMUSG00000076067	0	0	0	0	0	0
ENSMUSG00000043340	111	105	98	86	48	39
ENSMUSG00000039841	1599	1549	1183	1182	780	857
ENSMUSG00000083107	0	0	0	0	0	1
ENSMUSG00000029708	1319	1290	1092	1030	909	1013
ENSMUSG00000020440	6437	6110	5940	5289	7121	8118
ENSMUSG00000029707	2	3	1	2	2	2
ENSMUSG00000029706	1	1	0	0	4	2
ENSMUSG00000001424	6761	6560	6493	5879	6074	6748
ENSMUSG00000049939	18	12	3	4	5	4
ENSMUSG00000092090	0	0	0	0	0	0
ENSMUSG00000065469	1	0	0	0	0	0
ENSMUSG00000059201	2	0	0	1	1	1
ENSMUSG00000064436	0	0	0	0	0	0
ENSMUSG00000029701	1843	1895	2167	2054	1447	1656
ENSMUSG00000093288	2	3	0	0	1	1
ENSMUSG00000079654	0	0	0	0	2	1
ENSMUSG00000003500	1332	1224	1070	905	957	1022
ENSMUSG00000089289	0	1	0	0	0	0
ENSMUSG00000043421	3102	2936	1778	1568	2284	2663
ENSMUSG00000079652	33	18	35	30	18	26
ENSMUSG00000039742	0	0	0	0	1	2
ENSMUSG00000090692	0	0	0	0	2	0
ENSMUSG00000029767	5175	4870	4318	3829	3982	4395
ENSMUSG00000058831	0	0	0	0	0	3
ENSMUSG00000029769	2	4	10	6	6	6
ENSMUSG00000092956	0	0	0	0	0	0
ENSMUSG00000068699	80	74	126	125	55	78
ENSMUSG00000004285	5628	5542	5433	4819	6369	7010
ENSMUSG00000090685	1	1	1	1	1	1
ENSMUSG00000059022	28	44	146	125	56	51
ENSMUSG00000088643	1	0	0	0	1	0
ENSMUSG00000072491	0	0	0	0	0	1
ENSMUSG00000029771	11923	11277	12533	11516	9418	10587
ENSMUSG00000012535	2690	2546	2610	2430	1809	1923
ENSMUSG00000001763	775	715	1347	1202	847	1012
ENSMUSG00000001761	77	57	19	24	85	101
ENSMUSG00000081564	0	0	0	0	0	0
ENSMUSG00000029772	4758	4622	6375	5737	3765	4060
ENSMUSG00000039629	5208	5029	7071	6647	4240	4669
ENSMUSG00000082036	7	3	7	4	2	0
ENSMUSG00000065078	0	0	1	0	0	0
ENSMUSG00000083961	0	2	2	0	0	0
ENSMUSG00000045709	16	14	11	13	8	11
ENSMUSG00000092900	0	0	0	0	0	0
ENSMUSG00000058440	1138	1077	1062	1007	924	1036
ENSMUSG00000065343	0	1	3	6	4	3
ENSMUSG00000076361	0	0	0	0	0	0
ENSMUSG00000065586	0	0	0	0	0	0
ENSMUSG00000065619	0	0	0	0	0	0
ENSMUSG00000039159	2716	2658	2590	2563	2520	2802
ENSMUSG00000084861	0	0	0	0	1	0
ENSMUSG00000087846	0	0	0	0	0	0
ENSMUSG00000039130	780	754	717	689	796	878
ENSMUSG00000065662	1	0	0	0	0	0
ENSMUSG00000029775	1930	1933	2133	1999	1297	1497
ENSMUSG00000085470	1	1	0	0	0	1
ENSMUSG00000029782	1003	980	682	630	580	604
ENSMUSG00000029784	0	1	3	0	2	2
ENSMUSG00000071553	16	27	24	17	24	23
ENSMUSG00000039070	0	0	0	0	3	0
ENSMUSG00000086854	0	1	0	0	0	0
ENSMUSG00000029788	2	3	0	0	1	2
ENSMUSG00000054446	0	1	0	0	1	3
ENSMUSG00000029790	254	234	195	174	269	274
ENSMUSG00000086542	0	0	0	0	0	1
ENSMUSG00000083221	0	0	0	0	0	0
ENSMUSG00000051855	220	234	98	96	204	247
ENSMUSG00000065501	0	1	0	0	0	0
ENSMUSG00000025607	2352	2175	2227	2054	1809	1942
ENSMUSG00000085321	1	0	0	0	0	1
ENSMUSG00000039032	0	0	0	1	0	1
ENSMUSG00000073209	0	0	0	0	0	1
ENSMUSG00000065610	1	1	0	1	0	0
ENSMUSG00000065604	0	0	0	0	0	0
ENSMUSG00000084894	2	1	0	3	4	2
ENSMUSG00000087312	3	3	3	1	2	2
ENSMUSG00000086922	12	19	16	18	14	10
ENSMUSG00000044471	17	7	10	6	9	12
ENSMUSG00000087380	259	250	330	280	299	311
ENSMUSG00000086931	2	3	0	1	2	0
ENSMUSG00000086212	16	20	13	14	9	9
ENSMUSG00000086855	6	4	7	4	1	0
ENSMUSG00000025609	3256	3049	2873	2556	2001	2321
ENSMUSG00000025608	7	5	2	0	4	7
ENSMUSG00000086732	1	2	0	2	0	1
ENSMUSG00000086804	0	0	0	0	1	0
ENSMUSG00000086885	0	2	0	0	2	1
ENSMUSG00000084973	0	0	0	0	0	2
ENSMUSG00000087379	0	0	0	0	1	1
ENSMUSG00000029766	0	1	0	0	0	2
ENSMUSG00000085616	0	0	1	0	1	0
ENSMUSG00000029765	32	27	55	48	31	43
ENSMUSG00000086720	0	1	0	0	0	1
ENSMUSG00000086675	0	1	0	0	1	1
ENSMUSG00000086763	309	313	213	207	203	234
ENSMUSG00000084386	0	0	0	0	0	0
ENSMUSG00000053768	1786	1772	1762	1581	1652	1765
ENSMUSG00000085847	1	3	1	0	2	4
ENSMUSG00000087777	0	0	0	0	0	0
ENSMUSG00000082217	0	1	0	0	0	0
ENSMUSG00000029763	2892	2975	2661	2414	1817	1996
ENSMUSG00000083728	0	0	1	1	5	0
ENSMUSG00000087441	0	0	0	0	0	0
ENSMUSG00000056215	1	0	0	2	1	2
ENSMUSG00000087356	3	3	2	3	0	0
ENSMUSG00000018999	2082	2022	1985	1843	1603	1706
ENSMUSG00000087613	0	0	0	0	0	1
ENSMUSG00000086762	0	0	0	0	1	1
ENSMUSG00000001642	4139	4082	2899	2573	3572	3987
ENSMUSG00000029762	516	485	385	368	470	475
ENSMUSG00000093110	2	0	1	1	1	1
ENSMUSG00000081991	2	1	0	0	1	0
ENSMUSG00000081196	2	0	1	1	0	0
ENSMUSG00000061758	1777	1709	1496	1284	1215	1308
ENSMUSG00000052131	4	5	2	2	4	7
ENSMUSG00000084965	0	1	0	0	3	3
ENSMUSG00000038871	412	397	388	355	386	439
ENSMUSG00000085187	0	0	0	0	0	0
ENSMUSG00000029761	1105	1094	343	341	1001	1130
ENSMUSG00000085382	0	1	0	0	0	0
ENSMUSG00000079612	0	0	0	0	1	1
ENSMUSG00000060411	2	1	0	0	0	1
ENSMUSG00000086834	1	0	0	0	0	2
ENSMUSG00000038836	84	64	84	85	60	66
ENSMUSG00000082920	0	2	1	1	3	3
ENSMUSG00000082118	0	0	1	0	0	0
ENSMUSG00000082446	0	2	0	1	0	0
ENSMUSG00000057137	637	637	458	425	415	421
ENSMUSG00000046806	215	232	306	277	249	254
ENSMUSG00000058486	5298	5006	7372	6845	4022	4465
ENSMUSG00000029848	1	2	0	2	3	6
ENSMUSG00000029847	15	15	8	9	14	16
ENSMUSG00000038784	1443	1492	1355	1237	949	1064
ENSMUSG00000038759	2041	2015	1862	1821	1372	1545
ENSMUSG00000087808	0	1	0	0	2	0
ENSMUSG00000073155	3994	3787	4183	3770	4590	5089
ENSMUSG00000029843	6	4	2	3	10	5
ENSMUSG00000047420	0	0	0	2	2	0
ENSMUSG00000029840	13732	12836	12133	11470	9095	10063
ENSMUSG00000092877	0	0	0	0	0	0
ENSMUSG00000077246	0	0	0	0	0	0
ENSMUSG00000073154	0	2	0	0	1	4
ENSMUSG00000045613	1	0	0	0	2	3
