	seqnames	start	end	width	strand	name	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X1631.ENSMUSG00000041849	chr15	5048401	5049799	1399	*	40	1631	ENSMUSG00000041849	5058483	5058539	-	downstream	9439	8684	NearestLocation
X1632.ENSMUSG00000072663	chr15	9619001	9619999	999	*	29	1632	ENSMUSG00000072663	9678467	9678593	-	downstream	59093	58468	NearestLocation
X1633.ENSMUSG00000072663	chr15	9819801	9821999	2199	*	51	1633	ENSMUSG00000072663	9678467	9678593	-	upstream	-142307	141208	NearestLocation
X1634.ENSMUSG00000089678	chr15	10230001	10230199	199	*	18	1634	ENSMUSG00000089678	10288287	10288436	+	upstream	-58187	58088	NearestLocation
X1635.ENSMUSG00000022247	chr15	10415001	10415999	999	*	32	1635	ENSMUSG00000022247	10415490	10415642	-	includeFeature	142	357	NearestLocation
X1635.ENSMUSG00000022248	chr15	10415001	10415999	999	*	32	1635	ENSMUSG00000022248	10416230	10416471	+	upstream	-730	231	Overlapping
X1636.ENSMUSG00000022246	chr15	10643601	10644399	799	*	29	1636	ENSMUSG00000022246	10644278	10644386	-	includeFeature	386	13	NearestLocation
X1637.ENSMUSG00000025370	chr15	17058601	17059199	599	*	25	1637	ENSMUSG00000025370	16707856	16708080	+	downstream	351044	350521	NearestLocation
X1638.ENSMUSG00000022321	chr15	17989201	17990799	1599	*	37	1638	ENSMUSG00000022321	18829344	18829574	+	upstream	-839344	838545	NearestLocation
X1639.ENSMUSG00000022321	chr15	19638201	19647999	9799	*	356	1639	ENSMUSG00000022321	18829344	18829574	+	downstream	813756	808627	NearestLocation
X1640.ENSMUSG00000040420	chr15	23422001	23423199	1199	*	34	1640	ENSMUSG00000040420	22478777	22479047	+	downstream	943823	942954	NearestLocation
X1641.ENSMUSG00000045763	chr15	25245201	25246999	1799	*	45	1641	ENSMUSG00000045763	25343307	25343519	-	downstream	97419	96308	NearestLocation
X1642.ENSMUSG00000022270	chr15	25701601	25704199	2599	*	72	1642	ENSMUSG00000022270	25773019	25773367	+	upstream	-70119	68820	NearestLocation
X1643.ENSMUSG00000022263	chr15	28000401	28001599	1199	*	35	1643	ENSMUSG00000022263	27955095	27955603	-	upstream	-45397	44798	NearestLocation
X1644.ENSMUSG00000022262	chr15	28930201	28930399	199	*	17	1644	ENSMUSG00000022262	28133507	28133790	+	downstream	796793	796411	NearestLocation
X1645.ENSMUSG00000022240	chr15	30079201	30079799	599	*	33	1645	ENSMUSG00000022240	30102348	30102918	+	upstream	-22848	22549	NearestLocation
X1646.ENSMUSG00000039168	chr15	31082401	31083999	1599	*	41	1646	ENSMUSG00000039168	31154140	31154338	+	upstream	-70940	70141	NearestLocation
X1647.ENSMUSG00000038984	chr15	33632801	33633599	799	*	29	1647	ENSMUSG00000038984	33613631	33617638	-	upstream	-15562	15163	NearestLocation
X1648.ENSMUSG00000022324	chr15	34251401	34252799	1399	*	39	1648	ENSMUSG00000022324	34236436	34236663	+	downstream	15664	14738	NearestLocation
X1649.ENSMUSG00000058600	chr15	34372601	34373599	999	*	30	1649	ENSMUSG00000058600	34372940	34373395	-	includeFeature	295	204	NearestLocation
X1650.ENSMUSG00000037646	chr15	35414401	35414799	399	*	34	1650	ENSMUSG00000037646	35301301	35301532	+	downstream	113299	112869	NearestLocation
X1651.ENSMUSG00000022285	chr15	36655001	36657799	2799	*	56	1651	ENSMUSG00000022285	36723900	36724293	-	downstream	67893	66101	NearestLocation
X1652.ENSMUSG00000022285	chr15	36723801	36724799	999	*	31	1652	ENSMUSG00000022285	36723900	36724293	-	includeFeature	-7	99	NearestLocation
X1653.ENSMUSG00000072618	chr15	36831401	36832999	1599	*	43	1653	ENSMUSG00000072618	36809443	36809571	-	upstream	-22629	21830	NearestLocation
X1654.ENSMUSG00000022292	chr15	37917401	37917999	599	*	41	1654	ENSMUSG00000022292	37890599	37890646	-	upstream	-27054	26755	NearestLocation
X1655.ENSMUSG00000022292	chr15	37947001	37947999	999	*	30	1655	ENSMUSG00000022292	37890599	37890646	-	upstream	-56854	56355	NearestLocation
X1656.ENSMUSG00000022307	chr15	40972601	40972999	399	*	22	1656	ENSMUSG00000022307	41279028	41279135	+	upstream	-306228	306029	NearestLocation
X1657.ENSMUSG00000022307	chr15	41279401	41281399	1999	*	51	1657	ENSMUSG00000022307	41279028	41279135	+	downstream	1372	266	NearestLocation
X1658.ENSMUSG00000051920	chr15	42814801	42814999	199	*	21	1658	ENSMUSG00000051920	43001660	43002364	-	downstream	187464	186661	NearestLocation
X1659.ENSMUSG00000022342	chr15	44883001	44884199	1199	*	29	1659	ENSMUSG00000022342	44945717	44946480	-	downstream	62880	61518	NearestLocation
X1660.ENSMUSG00000022312	chr15	51660401	51660799	399	*	26	1660	ENSMUSG00000022312	51696872	51697027	-	downstream	36427	36073	NearestLocation
X1661.ENSMUSG00000061731	chr15	53141001	53142999	1999	*	47	1661	ENSMUSG00000061731	53176846	53177214	-	downstream	35214	33847	NearestLocation
X1662.ENSMUSG00000060429	chr15	55942001	55942399	399	*	22	1662	ENSMUSG00000060429	55737579	55738504	-	upstream	-203696	203497	NearestLocation
X1663.ENSMUSG00000022367	chr15	56688001	56688999	999	*	28	1663	ENSMUSG00000022367	56525549	56526094	-	upstream	-162406	161907	NearestLocation
X1664.ENSMUSG00000022366	chr15	57199401	57200199	799	*	27	1664	ENSMUSG00000022366	57096649	57096716	-	upstream	-103084	102685	NearestLocation
X1665.ENSMUSG00000022357	chr15	58123401	58123999	599	*	23	1665	ENSMUSG00000022357	58155514	58155724	-	downstream	32024	31515	NearestLocation
X1666.ENSMUSG00000037106	chr15	58323401	58325199	1799	*	59	1666	ENSMUSG00000037106	58341603	58341681	+	upstream	-17303	16404	NearestLocation
X1667.ENSMUSG00000022378	chr15	63962001	63962999	999	*	31	1667	ENSMUSG00000022378	63891757	63892010	-	upstream	-70490	69991	NearestLocation
X1668.ENSMUSG00000022376	chr15	64534601	64534999	399	*	21	1668	ENSMUSG00000022376	64751714	64753858	-	downstream	219058	216715	NearestLocation
X1669.ENSMUSG00000013846	chr15	66962201	66962799	599	*	28	1669	ENSMUSG00000013846	66945069	66945922	-	upstream	-16578	16279	NearestLocation
X1670.ENSMUSG00000022332	chr15	69227801	69228399	599	*	29	1670	ENSMUSG00000022332	68758850	68759263	+	downstream	469250	468538	NearestLocation
X1671.ENSMUSG00000075609	chr15	74117401	74117999	599	*	38	1671	ENSMUSG00000075609	73910438	73911986	-	upstream	-205714	205415	NearestLocation
X1672.ENSMUSG00000034730	chr15	74371401	74373199	1799	*	41	1672	ENSMUSG00000034730	74346626	74347296	+	downstream	25674	24105	NearestLocation
X1673.ENSMUSG00000033837	chr15	76500601	76501599	999	*	56	1673	ENSMUSG00000033837	76500035	76500378	-	upstream	-722	223	NearestLocation
X1674.ENSMUSG00000022443	chr15	77645401	77648799	3399	*	66	1674	ENSMUSG00000022443	77672387	77672477	-	downstream	25377	23588	NearestLocation
X1675.ENSMUSG00000016554	chr15	77801201	77802799	1599	*	44	1675	ENSMUSG00000016554	77801113	77801254	-	overlapStart	-746	53	NearestLocation
X1676.ENSMUSG00000068227	chr15	78312601	78315199	2599	*	40	1676	ENSMUSG00000068227	78325378	78325496	-	downstream	11596	10179	NearestLocation
X1677.ENSMUSG00000043460	chr15	78510001	78513199	3199	*	56	1677	ENSMUSG00000043460	78548417	78548543	-	downstream	36943	35218	NearestLocation
X1678.ENSMUSG00000033170	chr15	78636601	78639999	3399	*	62	1678	ENSMUSG00000033170	78633285	78633472	-	upstream	-4828	3129	NearestLocation
X1679.ENSMUSG00000042632	chr15	79157801	79158599	799	*	66	1679	ENSMUSG00000042632	79158519	79158658	-	overlapEnd	458	59	NearestLocation
X1680.ENSMUSG00000055065	chr15	79388601	79391199	2599	*	41	1680	ENSMUSG00000055065	79376625	79377171	-	upstream	-12729	11430	NearestLocation
X1681.ENSMUSG00000053411	chr15	79763401	79765999	2599	*	72	1681	ENSMUSG00000053411	79762878	79763082	-	upstream	-1618	319	NearestLocation
X1682.ENSMUSG00000047888	chr15	80629001	80630999	1999	*	51	1682	ENSMUSG00000047888	80590016	80590060	+	downstream	39984	38941	NearestLocation
X1683.ENSMUSG00000042303	chr15	80863401	80864199	799	*	27	1683	ENSMUSG00000042303	80808209	80808295	+	downstream	55591	55106	NearestLocation
X1684.ENSMUSG00000022401	chr15	81229801	81230399	599	*	26	1684	ENSMUSG00000022401	81230626	81230717	+	upstream	-526	227	Overlapping
X1684.ENSMUSG00000022403	chr15	81229801	81230399	599	*	26	1684	ENSMUSG00000022403	81229915	81230473	-	overlapEnd	373	74	NearestLocation
X1685.ENSMUSG00000055024	chr15	81415801	81416799	999	*	42	1685	ENSMUSG00000055024	81415781	81417121	+	inside	519	20	NearestLocation
X1686.ENSMUSG00000022389	chr15	81637801	81639799	1999	*	41	1686	ENSMUSG00000022389	81632851	81633316	+	downstream	5949	4485	NearestLocation
X1687.ENSMUSG00000016763	chr15	83498601	83499399	799	*	54	1687	ENSMUSG00000016763	83555249	83555451	-	downstream	56451	55850	NearestLocation
X1688.ENSMUSG00000016624	chr15	84665001	84665799	799	*	41	1688	ENSMUSG00000016624	84686095	84686181	-	downstream	20781	20296	NearestLocation
X1689.ENSMUSG00000022431	chr15	84966201	84967799	1599	*	40	1689	ENSMUSG00000022431	84962529	84962810	+	downstream	4471	3391	NearestLocation
X1690.ENSMUSG00000016028	chr15	85851401	85853199	1799	*	34	1690	ENSMUSG00000016028	85860612	85864207	-	downstream	11907	7413	NearestLocation
X1691.ENSMUSG00000022387	chr15	88053001	88054399	1399	*	33	1691	ENSMUSG00000022387	88564359	88564663	-	downstream	510963	509960	NearestLocation
X1692.ENSMUSG00000015377	chr15	89042201	89044399	2199	*	64	1692	ENSMUSG00000015377	89026650	89026905	-	upstream	-16395	15296	NearestLocation
X1693.ENSMUSG00000075470	chr15	90189201	90190799	1599	*	48	1693	ENSMUSG00000075470	90054742	90055039	+	downstream	135258	134162	NearestLocation
X1694.ENSMUSG00000022454	chr15	95411401	95413599	2199	*	60	1694	ENSMUSG00000022454	95358907	95358990	-	upstream	-53510	52411	NearestLocation
X1695.ENSMUSG00000023169	chr15	96472401	96473399	999	*	30	1695	ENSMUSG00000023169	96471485	96472393	-	upstream	-507	8	NearestLocation
X1696.ENSMUSG00000022462	chr15	96598201	96598399	199	*	17	1696	ENSMUSG00000022462	96529839	96530129	-	upstream	-68171	68072	NearestLocation
X1697.ENSMUSG00000022464	chr15	96925801	96929399	3599	*	100	1697	ENSMUSG00000022464	96886286	96886387	-	upstream	-41213	39414	NearestLocation
X1698.ENSMUSG00000048218	chr15	97202401	97204799	2399	*	61	1698	ENSMUSG00000048218	97077372	97077718	-	upstream	-125882	124683	NearestLocation
X1699.ENSMUSG00000048218	chr15	97288201	97288799	599	*	27	1699	ENSMUSG00000048218	97077372	97077718	-	upstream	-210782	210483	NearestLocation
X1700.ENSMUSG00000051853	chr15	98591801	98594799	2999	*	63	1700	ENSMUSG00000051853	98593411	98593642	-	includeFeature	342	1157	NearestLocation
X1701.ENSMUSG00000023020	chr15	99556201	99556799	599	*	25	1701	ENSMUSG00000023020	99556049	99556279	+	overlapEnd	451	78	NearestLocation
X1702.ENSMUSG00000023021	chr15	99578801	99579999	1199	*	33	1702	ENSMUSG00000023021	99577468	99577549	-	upstream	-1851	1252	NearestLocation
X1703.ENSMUSG00000023025	chr15	99794801	99795399	599	*	28	1703	ENSMUSG00000023025	99800505	99800709	+	upstream	-5405	5106	NearestLocation
X1704.ENSMUSG00000023025	chr15	99801401	99804599	3199	*	68	1704	ENSMUSG00000023025	99800505	99800709	+	downstream	2495	692	NearestLocation
X1705.ENSMUSG00000067594	chr15	101698001	101699999	1999	*	65	1705	ENSMUSG00000067594	101699498	101700136	-	overlapEnd	1136	137	NearestLocation
X1706.ENSMUSG00000058655	chr15	101904201	101905799	1599	*	40	1706	ENSMUSG00000058655	101904204	101904394	+	includeFeature	796	3	NearestLocation
X1707.ENSMUSG00000023044	chr15	102013801	102018199	4399	*	86	1707	ENSMUSG00000023044	102019318	102019474	-	downstream	3474	1119	NearestLocation
X1708.ENSMUSG00000060284	chr15	102195601	102196999	1399	*	40	1708	ENSMUSG00000060284	102196645	102196756	-	includeFeature	456	243	NearestLocation
X1709.ENSMUSG00000090274	chr15	102229201	102231399	2199	*	70	1709	ENSMUSG00000090274	102227903	102227948	-	upstream	-2352	1253	NearestLocation
X1710.ENSMUSG00000001280	chr15	102237201	102238399	1199	*	36	1710	ENSMUSG00000001280	102236574	102236614	+	downstream	1226	587	NearestLocation
X1711.ENSMUSG00000023051	chr15	102346401	102348199	1799	*	50	1711	ENSMUSG00000023051	102348623	102349033	+	upstream	-1323	424	Overlapping
X1711.ENSMUSG00000023050	chr15	102346401	102348199	1799	*	50	1711	ENSMUSG00000023050	102347219	102347267	-	includeFeature	-33	818	NearestLocation
X1712.ENSMUSG00000052414	chr15	102455001	102456599	1599	*	53	1712	ENSMUSG00000052414	102455793	102455881	-	includeFeature	81	718	NearestLocation
X1713.ENSMUSG00000023055	chr15	102529001	102529999	999	*	33	1713	ENSMUSG00000023055	102552478	102552609	-	downstream	23109	22479	NearestLocation
X1714.ENSMUSG00000009575	chr15	103046401	103046999	599	*	28	1714	ENSMUSG00000009575	103070164	103070247	-	downstream	23547	23165	NearestLocation
X1715.ENSMUSG00000063234	chr15	103132401	103132999	599	*	32	1715	ENSMUSG00000063234	103140741	103140869	-	downstream	8169	7742	NearestLocation
X1716.ENSMUSG00000000552	chr15	103168801	103170199	1399	*	38	1716	ENSMUSG00000000552	103170478	103170515	-	downstream	1015	279	NearestLocation
X1717.ENSMUSG00000051003	chr16	3253601	3255599	1999	*	64	1717	ENSMUSG00000051003	3592398	3593339	+	upstream	-337798	336799	NearestLocation
X1718.ENSMUSG00000014232	chr16	3926401	3927399	999	*	41	1718	ENSMUSG00000014232	3909076	3909301	+	downstream	17824	17100	NearestLocation
X1719.ENSMUSG00000022521	chr16	4210001	4211799	1799	*	59	1719	ENSMUSG00000022521	4213139	4213404	-	downstream	2504	1340	NearestLocation
X1720.ENSMUSG00000014303	chr16	4597401	4597799	399	*	27	1720	ENSMUSG00000014303	4594713	4594935	+	downstream	2887	2466	NearestLocation
X1721.ENSMUSG00000063445	chr16	4719001	4719399	399	*	23	1721	ENSMUSG00000063445	4718895	4719109	-	overlapStart	-91	106	NearestLocation
X1722.ENSMUSG00000022544	chr16	5712801	5713399	599	*	30	1722	ENSMUSG00000022544	5255934	5256076	-	upstream	-457024	456725	NearestLocation
X1723.ENSMUSG00000008658	chr16	6276401	6277599	1199	*	34	1723	ENSMUSG00000008658	6809315	6809341	+	upstream	-532315	531716	NearestLocation
X1724.ENSMUSG00000008658	chr16	7474201	7475199	999	*	32	1724	ENSMUSG00000008658	6809315	6809341	+	downstream	665385	664860	NearestLocation
X1725.ENSMUSG00000022715	chr16	7712801	7713799	999	*	36	1725	ENSMUSG00000022715	8424529	8425229	-	downstream	711929	710730	NearestLocation
X1726.ENSMUSG00000022715	chr16	8269001	8269799	799	*	24	1726	ENSMUSG00000022715	8424529	8425229	-	downstream	155829	154730	NearestLocation
X1727.ENSMUSG00000022715	chr16	8424801	8425799	999	*	41	1727	ENSMUSG00000022715	8424529	8425229	-	overlapStart	-71	272	NearestLocation
X1728.ENSMUSG00000043140	chr16	8653401	8654999	1599	*	40	1728	ENSMUSG00000043140	8637579	8637805	-	upstream	-16395	15596	NearestLocation
X1729.ENSMUSG00000090530	chr16	9291801	9292199	399	*	22	1729	ENSMUSG00000090530	8996178	8996459	-	upstream	-295541	295342	NearestLocation
X1730.ENSMUSG00000050908	chr16	10446601	10447999	1399	*	33	1730	ENSMUSG00000050908	10447023	10447237	-	includeFeature	-63	422	NearestLocation
X1731.ENSMUSG00000022500	chr16	10941601	10942599	999	*	33	1731	ENSMUSG00000022500	10993139	10993214	-	downstream	51114	50540	NearestLocation
X1732.ENSMUSG00000022500	chr16	11013801	11015199	1399	*	33	1732	ENSMUSG00000022500	10993139	10993214	-	upstream	-21286	20587	NearestLocation
X1733.ENSMUSG00000022500	chr16	11026401	11028799	2399	*	67	1733	ENSMUSG00000022500	10993139	10993214	-	upstream	-34386	33187	NearestLocation
X1734.ENSMUSG00000091416	chr16	12413801	12414999	1199	*	47	1734	ENSMUSG00000091416	12760104	12761513	-	downstream	347113	345105	NearestLocation
X1735.ENSMUSG00000091416	chr16	12426401	12426599	199	*	20	1735	ENSMUSG00000091416	12760104	12761513	-	downstream	335013	333505	NearestLocation
X1736.ENSMUSG00000022685	chr16	13575601	13575999	399	*	22	1736	ENSMUSG00000022685	13668104	13668263	-	downstream	92463	92105	NearestLocation
X1737.ENSMUSG00000060657	chr16	14123001	14124799	1799	*	46	1737	ENSMUSG00000060657	14152050	14152796	-	downstream	28896	27251	NearestLocation
X1738.ENSMUSG00000060657	chr16	14156601	14158999	2399	*	56	1738	ENSMUSG00000060657	14152050	14152796	-	upstream	-5004	3805	NearestLocation
X1739.ENSMUSG00000068617	chr16	14824401	14825799	1399	*	31	1739	ENSMUSG00000068617	14906730	14906905	+	upstream	-81630	80931	NearestLocation
X1740.ENSMUSG00000022671	chr16	15761801	15762399	599	*	22	1740	ENSMUSG00000022671	15862841	15863440	-	downstream	101340	100442	NearestLocation
X1741.ENSMUSG00000022771	chr16	17110601	17110999	399	*	34	1741	ENSMUSG00000022771	17111236	17111350	-	downstream	550	237	NearestLocation
X1742.ENSMUSG00000059280	chr16	17986001	17986799	799	*	31	1742	ENSMUSG00000059280	17980514	17980703	+	downstream	5886	5298	NearestLocation
X1743.ENSMUSG00000000884	chr16	18497001	18498799	1799	*	42	1743	ENSMUSG00000000884	18498979	18499044	+	upstream	-1079	180	NearestLocation
X1743.ENSMUSG00000086965	chr16	18497001	18498799	1799	*	42	1743	ENSMUSG00000086965	18498994	18499044	+	upstream	-1094	195	Overlapping
X1744.ENSMUSG00000072214	chr16	18701601	18701999	399	*	26	1744	ENSMUSG00000072214	18629901	18630004	-	upstream	-71796	71597	NearestLocation
X1745.ENSMUSG00000013089	chr16	22402801	22403799	999	*	33	1745	ENSMUSG00000013089	22401745	22401902	-	upstream	-1398	899	NearestLocation
X1746.ENSMUSG00000022861	chr16	22542201	22542399	199	*	17	1746	ENSMUSG00000022861	22657022	22657261	-	downstream	114961	114623	NearestLocation
X1747.ENSMUSG00000045231	chr16	23257801	23258799	999	*	35	1747	ENSMUSG00000045231	23225103	23225441	-	upstream	-32859	32360	NearestLocation
X1748.ENSMUSG00000004366	chr16	23772401	23774799	2399	*	46	1748	ENSMUSG00000004366	23890693	23890930	-	downstream	117330	115894	NearestLocation
X1749.ENSMUSG00000038127	chr16	27389401	27389799	399	*	25	1749	ENSMUSG00000038127	27388955	27389223	+	downstream	645	178	NearestLocation
X1750.ENSMUSG00000051065	chr16	28960201	28960399	199	*	20	1750	ENSMUSG00000051065	28929539	28929784	-	upstream	-30516	30417	NearestLocation
X1751.ENSMUSG00000023176	chr16	30231001	30232999	1999	*	46	1751	ENSMUSG00000023176	30267543	30267618	-	downstream	35618	34544	NearestLocation
X1752.ENSMUSG00000047434	chr16	31037601	31040199	2599	*	53	1752	ENSMUSG00000047434	31080921	31081518	-	downstream	42618	40722	NearestLocation
X1753.ENSMUSG00000022800	chr16	32886001	32887199	1199	*	45	1753	ENSMUSG00000022800	32877867	32878082	+	downstream	8733	7919	NearestLocation
X1754.ENSMUSG00000022802	chr16	33061401	33062199	799	*	28	1754	ENSMUSG00000022802	33062607	33062820	+	upstream	-807	408	NearestLocation
X1755.ENSMUSG00000022811	chr16	33380601	33381799	1199	*	42	1755	ENSMUSG00000022811	33380861	33381113	+	includeFeature	339	260	NearestLocation
X1756.ENSMUSG00000034422	chr16	35842401	35843999	1599	*	35	1756	ENSMUSG00000034422	35871253	35871630	-	downstream	28430	27254	NearestLocation
X1757.ENSMUSG00000022790	chr16	39940001	39940999	999	*	31	1757	ENSMUSG00000022790	38901584	38901760	+	downstream	1038916	1038241	NearestLocation
X1758.ENSMUSG00000047261	chr16	42065801	42067199	1399	*	42	1758	ENSMUSG00000047261	42340586	42340764	-	downstream	274264	273387	NearestLocation
X1759.ENSMUSG00000022704	chr16	43874201	43876399	2199	*	41	1759	ENSMUSG00000022704	43889680	43889768	-	downstream	14468	13281	NearestLocation
X1760.ENSMUSG00000052459	chr16	44139001	44140999	1999	*	54	1760	ENSMUSG00000052459	44139075	44139418	-	includeFeature	-582	74	NearestLocation
X1760.ENSMUSG00000022698	chr16	44139001	44140999	1999	*	54	1760	ENSMUSG00000022698	44139943	44140224	+	includeFeature	57	775	NearestLocation
X1761.ENSMUSG00000022639	chr16	51262401	51264599	2199	*	43	1761	ENSMUSG00000022639	50732531	50732862	-	upstream	-530638	529539	NearestLocation
X1762.ENSMUSG00000075033	chr16	55903401	55903799	399	*	24	1762	ENSMUSG00000075033	55895041	55895392	-	upstream	-8208	8009	NearestLocation
X1763.ENSMUSG00000022912	chr16	63212401	63213999	1599	*	41	1763	ENSMUSG00000022912	62854133	62854330	+	downstream	359067	358071	NearestLocation
X1764.ENSMUSG00000090978	chr16	75305401	75306199	799	*	29	1764	ENSMUSG00000090978	75574089	75574485	-	downstream	268685	267890	NearestLocation
X1765.ENSMUSG00000032932	chr16	75766601	75768199	1599	*	34	1765	ENSMUSG00000032932	75766980	75767066	-	includeFeature	-334	379	NearestLocation
X1766.ENSMUSG00000022860	chr16	78850401	78851199	799	*	25	1766	ENSMUSG00000022860	78931193	78931692	+	upstream	-80393	79994	NearestLocation
X1767.ENSMUSG00000022857	chr16	80079001	80079999	999	*	43	1767	ENSMUSG00000022857	79091018	79091337	-	upstream	-988163	987664	NearestLocation
X1768.ENSMUSG00000002489	chr16	90127801	90128799	999	*	31	1768	ENSMUSG00000002489	90143930	90144014	-	downstream	15714	15131	NearestLocation
X1769.ENSMUSG00000022982	chr16	90194401	90195399	999	*	33	1769	ENSMUSG00000022982	90220987	90221174	+	upstream	-26087	25588	NearestLocation
X1770.ENSMUSG00000039956	chr16	90770401	90771199	799	*	29	1770	ENSMUSG00000039956	90738569	90738914	+	downstream	32231	31487	NearestLocation
X1771.ENSMUSG00000022941	chr16	94533001	94533599	599	*	24	1771	ENSMUSG00000022941	94550027	94550204	+	upstream	-16727	16428	NearestLocation
X1772.ENSMUSG00000023802	chr17	4260801	4261199	399	*	20	1772	ENSMUSG00000023802	3696154	3696261	-	upstream	-564739	564540	NearestLocation
X1773.ENSMUSG00000069729	chr17	4993801	4995999	2199	*	76	1773	ENSMUSG00000069729	4994939	4996492	+	overlapStart	-39	493	NearestLocation
X1774.ENSMUSG00000079733	chr17	6480601	6481199	599	*	27	1774	ENSMUSG00000079733	6476165	6476275	-	upstream	-4625	4326	NearestLocation
X1775.ENSMUSG00000062078	chr17	10188801	10190799	1999	*	46	1775	ENSMUSG00000062078	10511597	10512226	-	downstream	322426	320798	NearestLocation
X1776.ENSMUSG00000023827	chr17	11984601	11986199	1599	*	48	1776	ENSMUSG00000023827	12344638	12344815	+	upstream	-359238	358439	NearestLocation
X1777.ENSMUSG00000014426	chr17	12531401	12531799	399	*	26	1777	ENSMUSG00000014426	12511364	12511614	-	upstream	-19986	19787	NearestLocation
X1778.ENSMUSG00000068037	chr17	13063201	13064999	1799	*	53	1778	ENSMUSG00000068037	13060965	13061009	-	upstream	-3091	2192	NearestLocation
X1779.ENSMUSG00000079311	chr17	14920201	14921799	1599	*	40	1779	ENSMUSG00000079311	14846073	14847062	+	downstream	74927	73139	NearestLocation
X1780.ENSMUSG00000023846	chr17	17515801	17516799	999	*	31	1780	ENSMUSG00000023846	17511296	17511634	+	downstream	5004	4167	NearestLocation
X1781.ENSMUSG00000080316	chr17	17962201	17965199	2999	*	91	1781	ENSMUSG00000080316	17974658	17974733	+	upstream	-10958	9459	NearestLocation
X1782.ENSMUSG00000067942	chr17	21145401	21146799	1399	*	71	1782	ENSMUSG00000067942	21145905	21145950	+	includeFeature	195	504	NearestLocation
X1783.ENSMUSG00000067931	chr17	21701801	21703999	2199	*	53	1783	ENSMUSG00000067931	21704010	21704209	+	upstream	-1110	11	NearestLocation
X1784.ENSMUSG00000023902	chr17	23736601	23739399	2799	*	71	1784	ENSMUSG00000023902	23742481	23742931	+	upstream	-4481	3082	NearestLocation
X1785.ENSMUSG00000039218	chr17	23940201	23942799	2599	*	69	1785	ENSMUSG00000039218	23940154	23940365	+	overlapEnd	1346	47	NearestLocation
X1786.ENSMUSG00000045027	chr17	24134001	24134999	999	*	43	1786	ENSMUSG00000045027	24134890	24135067	-	overlapEnd	567	68	NearestLocation
X1787.ENSMUSG00000015127	chr17	25332201	25332399	199	*	17	1787	ENSMUSG00000015127	25326409	25326620	+	downstream	5891	5581	NearestLocation
X1788.ENSMUSG00000015579	chr17	26955601	26956599	999	*	40	1788	ENSMUSG00000015579	26977970	26978510	-	downstream	22410	21371	NearestLocation
X1789.ENSMUSG00000024194	chr17	27077801	27080199	2399	*	126	1789	ENSMUSG00000024194	27076396	27076413	-	upstream	-2587	1388	NearestLocation
X1790.ENSMUSG00000024194	chr17	27081601	27084799	3199	*	97	1790	ENSMUSG00000024194	27076396	27076413	-	upstream	-6787	5188	NearestLocation
X1791.ENSMUSG00000067629	chr17	27090001	27091999	1999	*	61	1791	ENSMUSG00000067629	27094363	27094551	+	upstream	-3363	2364	NearestLocation
X1792.ENSMUSG00000067629	chr17	27094801	27097199	2399	*	71	1792	ENSMUSG00000067629	27094363	27094551	+	downstream	1637	250	NearestLocation
X1793.ENSMUSG00000067629	chr17	27097801	27098599	799	*	31	1793	ENSMUSG00000067629	27094363	27094551	+	downstream	3837	3250	NearestLocation
X1794.ENSMUSG00000079605	chr17	27102801	27104999	2199	*	67	1794	ENSMUSG00000079605	27110112	27110259	+	upstream	-6212	5113	NearestLocation
X1795.ENSMUSG00000057789	chr17	27162601	27164199	1599	*	36	1795	ENSMUSG00000057789	27165356	27165523	-	downstream	2123	1157	NearestLocation
X1796.ENSMUSG00000002250	chr17	28369201	28370999	1799	*	47	1796	ENSMUSG00000002250	28369699	28369809	+	includeFeature	401	498	NearestLocation
X1797.ENSMUSG00000071172	chr17	29169001	29170399	1399	*	76	1797	ENSMUSG00000071172	29169618	29169731	+	includeFeature	82	617	NearestLocation
X1798.ENSMUSG00000023067	chr17	29212601	29216799	4199	*	108	1798	ENSMUSG00000023067	29227924	29228046	+	upstream	-13224	11125	NearestLocation
X1799.ENSMUSG00000064147	chr17	29320601	29321999	1399	*	41	1799	ENSMUSG00000064147	29272001	29273307	+	downstream	49299	47294	NearestLocation
X1800.ENSMUSG00000024012	chr17	29482401	29484399	1999	*	101	1800	ENSMUSG00000024012	29484412	29484849	-	downstream	1449	13	NearestLocation
X1801.ENSMUSG00000052388	chr17	30600401	30602799	2399	*	54	1801	ENSMUSG00000052388	30622456	30622908	+	upstream	-20856	19657	NearestLocation
X1802.ENSMUSG00000002307	chr17	34045801	34047199	1399	*	38	1802	ENSMUSG00000002307	34046359	34046408	+	includeFeature	141	558	NearestLocation
X1803.ENSMUSG00000024327	chr17	34168201	34169999	1799	*	39	1803	ENSMUSG00000024327	34168493	34168635	-	includeFeature	-465	292	NearestLocation
X1803.ENSMUSG00000039656	chr17	34168201	34169999	1799	*	39	1803	ENSMUSG00000039656	34168757	34169168	+	includeFeature	343	556	NearestLocation
X1804.ENSMUSG00000024335	chr17	34258401	34258999	599	*	29	1804	ENSMUSG00000024335	34257140	34257356	-	upstream	-1344	1045	NearestLocation
X1805.ENSMUSG00000034786	chr17	34727401	34728199	799	*	31	1805	ENSMUSG00000034786	34727037	34727205	+	downstream	763	196	Overlapping
