	seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X1763.ENSMUSG00000034312	chr6	90644455	90645032	578	*	1763	ENSMUSG00000034312	90666202	90666523	-	downstream	21779	21170	NearestLocation
X1764.ENSMUSG00000037621	chr6	72180661	72181152	492	*	1764	ENSMUSG00000037621	72184388	72185571	-	downstream	4665	3236	NearestLocation
X1765.ENSMUSG00000029755	chr6	6831343	6831984	642	*	1765	ENSMUSG00000029755	6831532	6832085	-	overlapEnd	421	101	NearestLocation
X1766.ENSMUSG00000037984	chr6	55626588	55627269	682	*	1766	ENSMUSG00000037984	55630958	55631257	-	downstream	4329	3689	NearestLocation
X1767.ENSMUSG00000030093	chr6	91344286	91344851	566	*	1767	ENSMUSG00000030093	91361033	91361357	-	downstream	16789	16182	NearestLocation
X1768.ENSMUSG00000049553	chr6	71882946	71883458	513	*	1768	ENSMUSG00000049553	71859047	71859233	+	downstream	24155	23713	NearestLocation
X1769.ENSMUSG00000046679	chr6	86395603	86396286	684	*	1769	ENSMUSG00000046679	86388686	86388840	+	downstream	7258	6763	NearestLocation
X1770.ENSMUSG00000029772	chr6	29704362	29704933	572	*	1770	ENSMUSG00000029772	29718528	29718906	+	upstream	-13880	13595	NearestLocation
X1771.ENSMUSG00000014554	chr6	83447340	83447977	638	*	1771	ENSMUSG00000014554	83456742	83456837	-	downstream	9179	8765	NearestLocation
X1772.ENSMUSG00000007216	chr6	48569537	48570946	1410	*	1772	ENSMUSG00000007216	48563179	48563258	+	downstream	7063	6279	NearestLocation
X1773.ENSMUSG00000029771	chr6	29484990	29486035	1046	*	1773	ENSMUSG00000029771	29476625	29476774	+	downstream	8887	8216	NearestLocation
X1774.ENSMUSG00000030064	chr6	97437431	97437927	497	*	1774	ENSMUSG00000030064	97567184	97567535	-	downstream	129856	129257	NearestLocation
X1775.ENSMUSG00000033788	chr6	84147620	84148302	683	*	1775	ENSMUSG00000033788	83958584	83958996	+	downstream	189377	188624	NearestLocation
X1776.ENSMUSG00000052751	chr6	48546161	48547970	1810	*	1776	ENSMUSG00000052751	48543882	48544051	+	downstream	3184	2110	NearestLocation
X1777.ENSMUSG00000052763	chr6	47881005	47881833	829	*	1777	ENSMUSG00000052763	47870475	47870748	+	downstream	10944	10257	NearestLocation
X1778.ENSMUSG00000014542	chr6	83576750	83577511	762	*	1778	ENSMUSG00000014542	83605951	83606181	-	downstream	29051	28440	NearestLocation
X1779.ENSMUSG00000042607	chr6	5373308	5373982	675	*	1779	ENSMUSG00000042607	5333386	5333405	+	downstream	40259	39903	NearestLocation
X1780.ENSMUSG00000030109	chr6	121328617	121329364	748	*	1780	ENSMUSG00000030109	121297437	121297532	+	downstream	31553	31085	NearestLocation
X1781.ENSMUSG00000030298	chr6	113806663	113807219	557	*	1781	ENSMUSG00000030298	113690639	113690737	-	upstream	-116204	115926	NearestLocation
X1782.ENSMUSG00000045095	chr6	93628331	93629126	796	*	1782	ENSMUSG00000045095	94233004	94233316	-	downstream	604588	603878	NearestLocation
X1783.ENSMUSG00000071477	chr6	48013708	48014961	1254	*	1783	ENSMUSG00000071477	47997985	47998113	-	upstream	-16221	15595	NearestLocation
X1784.ENSMUSG00000029757	chr6	5675815	5676432	618	*	1784	ENSMUSG00000029757	5675639	5675936	+	overlapEnd	485	121	NearestLocation
X1785.ENSMUSG00000003500	chr6	29150434	29151528	1095	*	1785	ENSMUSG00000003500	29166072	29166331	-	downstream	15350	14544	NearestLocation
X1786.ENSMUSG00000071477	chr6	47974422	47975360	939	*	1786	ENSMUSG00000071477	47997985	47998113	-	downstream	23222	22625	NearestLocation
X1787.ENSMUSG00000030319	chr6	115740961	115741499	539	*	1787	ENSMUSG00000030319	115724556	115724696	+	downstream	16674	16265	NearestLocation
X1788.ENSMUSG00000001930	chr6	125627736	125628210	475	*	1788	ENSMUSG00000001930	125599287	125599312	+	downstream	28686	28424	NearestLocation
X1789.ENSMUSG00000029869	chr6	41563981	41564610	630	*	1789	ENSMUSG00000029869	41564691	41564840	+	upstream	-395	81	NearestLocation
X1790.ENSMUSG00000042810	chr6	48363042	48363614	573	*	1790	ENSMUSG00000042810	48345585	48345886	+	downstream	17743	17156	NearestLocation
X1791.ENSMUSG00000030084	chr6	89281136	89281612	477	*	1791	ENSMUSG00000030084	89312401	89312607	-	downstream	31233	30789	NearestLocation
X1792.ENSMUSG00000030351	chr6	127892924	127893575	652	*	1792	ENSMUSG00000030351	127837607	127837896	+	downstream	55643	55028	NearestLocation
X1793.ENSMUSG00000015112	chr6	5955730	5956644	915	*	1793	ENSMUSG00000015112	6142591	6142605	-	downstream	186418	185947	NearestLocation
X1794.ENSMUSG00000031865	chr6	83142217	83142865	649	*	1794	ENSMUSG00000031865	83115914	83115988	+	downstream	26627	26229	NearestLocation
X1795.ENSMUSG00000033720	chr6	85297619	85298721	1103	*	1795	ENSMUSG00000033720	85283302	85283416	-	upstream	-14754	14203	NearestLocation
X1796.ENSMUSG00000034430	chr6	90320236	90320777	542	*	1796	ENSMUSG00000034430	90319486	90320562	+	overlapEnd	1020	215	NearestLocation
X1797.ENSMUSG00000038058	chr6	54893075	54893664	590	*	1797	ENSMUSG00000038058	54922263	54922606	-	downstream	29236	28599	NearestLocation
X1798.ENSMUSG00000030298	chr6	113708771	113709476	706	*	1798	ENSMUSG00000030298	113690639	113690737	-	upstream	-18387	18034	NearestLocation
X1799.ENSMUSG00000025608	chr6	31499504	31500182	679	*	1799	ENSMUSG00000025608	31513579	31513981	-	downstream	14138	13397	NearestLocation
X1800.ENSMUSG00000051169	chr6	113358845	113359400	556	*	1800	ENSMUSG00000051169	113369212	113369342	-	downstream	10220	9812	NearestLocation
X1801.ENSMUSG00000023403	chr6	49345456	49345999	544	*	1801	ENSMUSG00000023403	49345603	49345683	+	includeFeature	125	147	NearestLocation
X1802.ENSMUSG00000030310	chr6	114265135	114265756	622	*	1802	ENSMUSG00000030310	114232629	114232870	+	downstream	32817	32265	NearestLocation
X1803.ENSMUSG00000030091	chr6	90963128	90963764	637	*	1803	ENSMUSG00000030091	91066612	91066823	-	downstream	103377	102848	NearestLocation
X1804.ENSMUSG00000034832	chr6	83393316	83393974	659	*	1804	ENSMUSG00000034832	83391544	83391669	-	upstream	-1976	1647	NearestLocation
X1805.ENSMUSG00000090846	chr6	91548782	91549421	640	*	1805	ENSMUSG00000090846	91466029	91466072	+	downstream	83073	82710	NearestLocation
X1806.ENSMUSG00000030315	chr6	114919416	114920292	877	*	1806	ENSMUSG00000030315	114871335	114871839	-	upstream	-48015	47577	NearestLocation
X1807.ENSMUSG00000059022	chr6	29445736	29446930	1195	*	1807	ENSMUSG00000059022	29433930	29434144	-	upstream	-12189	11592	NearestLocation
X1808.ENSMUSG00000045160	chr6	83317817	83319197	1381	*	1808	ENSMUSG00000045160	83299141	83299231	+	downstream	19366	18586	NearestLocation
X1809.ENSMUSG00000067702	chr6	125235561	125236069	509	*	1809	ENSMUSG00000067702	125235986	125236060	-	includeFeature	245	9	NearestLocation
X1810.ENSMUSG00000059022	chr6	29441643	29442306	664	*	1810	ENSMUSG00000059022	29433930	29434144	-	upstream	-7830	7499	NearestLocation
X1811.ENSMUSG00000030284	chr6	113438001	113438735	735	*	1811	ENSMUSG00000030284	113433291	113434070	+	downstream	5077	3931	NearestLocation
X1812.ENSMUSG00000034312	chr6	90617739	90618279	541	*	1812	ENSMUSG00000034312	90666202	90666523	-	downstream	48514	47923	NearestLocation
X1813.ENSMUSG00000030287	chr6	146351211	146351919	709	*	1813	ENSMUSG00000030287	146450309	146450621	-	downstream	99056	98390	NearestLocation
X1814.ENSMUSG00000030042	chr6	82561034	82561578	545	*	1814	ENSMUSG00000030042	82602618	82602864	-	downstream	41558	41040	NearestLocation
X1815.ENSMUSG00000047013	chr6	85429544	85430083	540	*	1815	ENSMUSG00000047013	85452697	85452988	-	downstream	23174	22614	NearestLocation
X1816.ENSMUSG00000063415	chr6	84450361	84450827	467	*	1816	ENSMUSG00000063415	84537796	84538632	-	downstream	88038	86969	NearestLocation
X1817.ENSMUSG00000004655	chr6	55285796	55286595	800	*	1817	ENSMUSG00000004655	55286426	55286868	+	overlapStart	-230	169	NearestLocation
X1818.ENSMUSG00000052763	chr6	47854794	47855506	713	*	1818	ENSMUSG00000052763	47870475	47870748	+	upstream	-15325	14969	NearestLocation
X1819.ENSMUSG00000038058	chr6	54874511	54874965	455	*	1819	ENSMUSG00000038058	54922263	54922606	-	downstream	47868	47298	NearestLocation
X1820.ENSMUSG00000030315	chr6	114812569	114813209	641	*	1820	ENSMUSG00000030315	114871335	114871839	-	downstream	58950	58126	NearestLocation
X1821.ENSMUSG00000038521	chr6	124502729	124503162	434	*	1821	ENSMUSG00000038521	124492211	124492339	-	upstream	-10607	10390	NearestLocation
X1822.ENSMUSG00000000184	chr6	127131222	127131941	720	*	1822	ENSMUSG00000000184	127100600	127101066	-	upstream	-30516	30156	NearestLocation
X1823.ENSMUSG00000029776	chr6	52589526	52590255	730	*	1823	ENSMUSG00000029776	52590155	52590383	-	overlapEnd	493	100	NearestLocation
X1824.ENSMUSG00000004446	chr6	120836762	120837438	677	*	1824	ENSMUSG00000004446	120866752	120866854	-	downstream	29754	29314	NearestLocation
X1825.ENSMUSG00000045095	chr6	93647071	93647515	445	*	1825	ENSMUSG00000045095	94233004	94233316	-	downstream	586023	585489	NearestLocation
X1826.ENSMUSG00000030084	chr6	89268653	89269529	877	*	1826	ENSMUSG00000030084	89312401	89312607	-	downstream	43516	42872	NearestLocation
X1827.ENSMUSG00000040797	chr6	121362366	121363404	1039	*	1827	ENSMUSG00000040797	121423043	121423683	-	downstream	60798	59639	NearestLocation
X1828.ENSMUSG00000030089	chr6	90568608	90569342	735	*	1828	ENSMUSG00000030089	90554719	90555002	+	downstream	14256	13606	NearestLocation
X1829.ENSMUSG00000015053	chr6	88153293	88153968	676	*	1829	ENSMUSG00000015053	88143885	88143994	+	downstream	9745	9299	NearestLocation
X1830.ENSMUSG00000030873	chr7	129008370	129008963	594	*	1830	ENSMUSG00000030873	129008591	129008651	+	includeFeature	75	221	NearestLocation
X1831.ENSMUSG00000062785	chr7	51885113	51885631	519	*	1831	ENSMUSG00000062785	51846034	51847128	+	downstream	39338	37985	NearestLocation
X1832.ENSMUSG00000040866	chr7	19637562	19638096	535	*	1832	ENSMUSG00000040866	19640039	19640722	+	upstream	-2210	1943	NearestLocation
X1833.ENSMUSG00000038406	chr7	52261751	52264135	2385	*	1833	ENSMUSG00000038406	52271450	52271733	-	downstream	8790	7315	NearestLocation
X1834.ENSMUSG00000036882	chr7	31324849	31325426	578	*	1834	ENSMUSG00000036882	31319945	31320079	-	upstream	-5059	4770	NearestLocation
X1835.ENSMUSG00000030428	chr7	4072117	4072678	562	*	1835	ENSMUSG00000030428	4071224	4071382	+	downstream	1174	735	NearestLocation
X1836.ENSMUSG00000030731	chr7	51648526	51649090	565	*	1836	ENSMUSG00000030731	51639472	51639546	+	downstream	9336	8980	NearestLocation
X1837.ENSMUSG00000048191	chr7	148798220	148799030	811	*	1837	ENSMUSG00000048191	148841147	148841218	-	downstream	42593	42117	NearestLocation
X1838.ENSMUSG00000051550	chr7	4944717	4946178	1462	*	1838	ENSMUSG00000051550	4944454	4946942	-	inside	1494	263	NearestLocation
X1839.ENSMUSG00000030761	chr7	105242737	105243423	687	*	1839	ENSMUSG00000030761	105267786	105268034	-	downstream	24954	24363	NearestLocation
X1840.ENSMUSG00000063757	chr7	4982658	4983901	1244	*	1840	ENSMUSG00000063757	4985720	4986848	+	upstream	-2440	1819	NearestLocation
X1841.ENSMUSG00000030538	chr7	87369736	87370528	793	*	1841	ENSMUSG00000030538	87377396	87377699	-	downstream	7567	6868	NearestLocation
X1842.ENSMUSG00000006204	chr7	138365947	138366580	634	*	1842	ENSMUSG00000006204	138317916	138317998	+	downstream	48348	47949	NearestLocation
X1843.ENSMUSG00000030421	chr7	38701700	38702324	625	*	1843	ENSMUSG00000030421	38804129	38804571	-	downstream	102559	101805	NearestLocation
X1844.ENSMUSG00000046410	chr7	30009964	30010878	915	*	1844	ENSMUSG00000046410	30017181	30017541	-	downstream	7120	6303	NearestLocation
X1845.ENSMUSG00000049571	chr7	146828571	146829170	600	*	1845	ENSMUSG00000049571	146846866	146847006	-	downstream	18136	17696	NearestLocation
X1846.ENSMUSG00000010307	chr7	54346623	54347105	483	*	1846	ENSMUSG00000010307	54306010	54306171	+	downstream	40854	40452	NearestLocation
X1847.ENSMUSG00000060814	chr7	106736268	106736949	682	*	1847	ENSMUSG00000060814	106774004	106774684	-	downstream	38076	37055	NearestLocation
X1848.ENSMUSG00000055723	chr7	121176365	121176947	583	*	1848	ENSMUSG00000055723	121260910	121261295	-	downstream	84639	83963	NearestLocation
X1849.ENSMUSG00000007783	chr7	52220324	52220897	574	*	1849	ENSMUSG00000007783	52229965	52230184	-	downstream	9574	9068	NearestLocation
X1850.ENSMUSG00000041560	chr7	16524316	16525298	983	*	1850	ENSMUSG00000041560	16531179	16531457	-	downstream	6650	5881	NearestLocation
X1851.ENSMUSG00000052889	chr7	129559445	129559889	445	*	1851	ENSMUSG00000052889	129432265	129433031	+	downstream	127402	126414	NearestLocation
X1852.ENSMUSG00000025480	chr7	147973195	147973999	805	*	1852	ENSMUSG00000025480	147973635	147973753	-	includeFeature	156	246	NearestLocation
X1853.ENSMUSG00000030703	chr7	133908042	133908688	647	*	1853	ENSMUSG00000030703	133909928	133910123	+	upstream	-1563	1240	NearestLocation
X1854.ENSMUSG00000015957	chr7	106036103	106036992	890	*	1854	ENSMUSG00000015957	105983622	105983858	+	downstream	52926	52245	NearestLocation
X1855.ENSMUSG00000007946	chr7	108894974	108895486	513	*	1855	ENSMUSG00000007946	108966827	108967228	+	upstream	-71597	71341	NearestLocation
X1856.ENSMUSG00000008318	chr7	108021470	108022264	795	*	1856	ENSMUSG00000008318	108011808	108011920	-	upstream	-9947	9550	NearestLocation
X1857.ENSMUSG00000073858	chr7	125634338	125634924	587	*	1857	ENSMUSG00000073858	125633241	125634848	-	overlapStart	217	76	NearestLocation
X1858.ENSMUSG00000033510	chr7	70801346	70801934	589	*	1858	ENSMUSG00000033510	70589637	70589813	+	downstream	212003	211533	NearestLocation
X1859.ENSMUSG00000038886	chr7	87507091	87507607	517	*	1859	ENSMUSG00000038886	87515988	87516072	-	downstream	8723	8381	NearestLocation
X1860.ENSMUSG00000035596	chr7	3637066	3637768	703	*	1860	ENSMUSG00000035596	3643642	3643720	-	downstream	6303	5874	NearestLocation
X1861.ENSMUSG00000061489	chr7	147481624	147482293	670	*	1861	ENSMUSG00000061489	147508501	147509550	+	upstream	-26543	26208	NearestLocation
X1862.ENSMUSG00000025496	chr7	148479435	148480710	1276	*	1862	ENSMUSG00000025496	148477929	148478212	+	downstream	2143	1223	NearestLocation
X1863.ENSMUSG00000032875	chr7	108029396	108030431	1036	*	1863	ENSMUSG00000032875	108042957	108043100	-	downstream	13186	12526	NearestLocation
X1864.ENSMUSG00000062044	chr7	53048654	53049484	831	*	1864	ENSMUSG00000062044	53041927	53041954	+	downstream	7142	6700	NearestLocation
X1865.ENSMUSG00000063651	chr7	26143235	26144430	1196	*	1865	ENSMUSG00000063651	26154684	26154743	-	downstream	10911	10254	NearestLocation
X1866.ENSMUSG00000002983	chr7	20218555	20219516	962	*	1866	ENSMUSG00000002983	20214540	20214787	-	upstream	-4249	3768	NearestLocation
X1867.ENSMUSG00000030590	chr7	29946275	29946993	719	*	1867	ENSMUSG00000030590	29941149	29941229	-	upstream	-5405	5046	NearestLocation
X1868.ENSMUSG00000040714	chr7	19984587	19985191	605	*	1868	ENSMUSG00000040714	19989370	19989453	-	downstream	4564	4179	NearestLocation
X1869.ENSMUSG00000045411	chr7	51505921	51506622	702	*	1869	ENSMUSG00000045411	51502092	51502193	+	downstream	4180	3728	NearestLocation
X1870.ENSMUSG00000030584	chr7	30106511	30107463	953	*	1870	ENSMUSG00000030584	30088970	30089131	+	downstream	18017	17380	NearestLocation
X1871.ENSMUSG00000042606	chr7	134015470	134016134	665	*	1871	ENSMUSG00000042606	134005486	134006030	+	downstream	10316	9440	NearestLocation
X1872.ENSMUSG00000035203	chr7	5044067	5044896	830	*	1872	ENSMUSG00000035203	5031837	5032079	+	downstream	12645	11988	NearestLocation
X1873.ENSMUSG00000045757	chr7	134549804	134550213	410	*	1873	ENSMUSG00000045757	134549935	134550336	-	overlapEnd	328	123	NearestLocation
X1874.ENSMUSG00000038738	chr7	51592376	51593228	853	*	1874	ENSMUSG00000038738	51565623	51565666	+	downstream	27179	26710	NearestLocation
X1875.ENSMUSG00000051527	chr7	6929655	6930412	758	*	1875	ENSMUSG00000051527	6913871	6916480	+	downstream	16163	13175	NearestLocation
X1876.ENSMUSG00000001249	chr7	31887534	31888852	1319	*	1876	ENSMUSG00000001249	31895882	31896016	-	downstream	7823	7030	NearestLocation
X1877.ENSMUSG00000043858	chr7	52068096	52068732	637	*	1877	ENSMUSG00000043858	52071458	52071842	+	upstream	-3044	2726	NearestLocation
X1878.ENSMUSG00000005442	chr7	26055663	26058843	3181	*	1878	ENSMUSG00000005442	26069689	26070017	+	upstream	-12436	10846	NearestLocation
X1879.ENSMUSG00000030739	chr7	51920394	51920967	574	*	1879	ENSMUSG00000030739	51926170	51926213	-	downstream	5533	5203	NearestLocation
X1880.ENSMUSG00000039257	chr7	48157787	48158428	642	*	1880	ENSMUSG00000039257	48154648	48154819	+	downstream	3460	2968	NearestLocation
X1881.ENSMUSG00000025486	chr7	148058818	148059396	579	*	1881	ENSMUSG00000025486	148067662	148067768	-	downstream	8661	8266	NearestLocation
X1882.ENSMUSG00000011751	chr7	28201572	28202188	617	*	1882	ENSMUSG00000011751	28179177	28179525	-	upstream	-22355	22047	NearestLocation
X1883.ENSMUSG00000051735	chr7	29563751	29564199	449	*	1883	ENSMUSG00000051735	29573988	29574024	+	upstream	-10013	9789	NearestLocation
X1884.ENSMUSG00000038930	chr7	87476252	87476780	529	*	1884	ENSMUSG00000038930	87468636	87469330	-	upstream	-7186	6922	NearestLocation
X1885.ENSMUSG00000059891	chr7	52212731	52213424	694	*	1885	ENSMUSG00000059891	52198592	52198823	+	downstream	14486	13908	NearestLocation
X1886.ENSMUSG00000035285	chr7	4870183	4870979	797	*	1886	ENSMUSG00000035285	4873853	4874241	+	upstream	-3272	2874	NearestLocation
X1887.ENSMUSG00000030745	chr7	132784492	132785395	904	*	1887	ENSMUSG00000030745	132746943	132747366	+	downstream	38001	37126	NearestLocation
X1888.ENSMUSG00000030400	chr7	19960429	19961435	1007	*	1888	ENSMUSG00000030400	19967359	19967408	+	upstream	-6427	5924	NearestLocation
X1889.ENSMUSG00000003184	chr7	52255823	52256587	765	*	1889	ENSMUSG00000003184	52253018	52253278	+	downstream	3187	2545	NearestLocation
X1890.ENSMUSG00000063651	chr7	26140219	26141264	1046	*	1890	ENSMUSG00000063651	26154684	26154743	-	downstream	14001	13420	NearestLocation
X1891.ENSMUSG00000049952	chr7	4722342	4722982	641	*	1891	ENSMUSG00000049952	4722549	4722904	-	includeFeature	242	78	NearestLocation
X1892.ENSMUSG00000036989	chr7	112767171	112767782	612	*	1892	ENSMUSG00000036989	112781891	112782085	-	downstream	14609	14109	NearestLocation
X1893.ENSMUSG00000031027	chr7	116603986	116604481	496	*	1893	ENSMUSG00000031027	116582431	116582590	-	upstream	-21644	21396	NearestLocation
X1894.ENSMUSG00000045252	chr7	25876942	25877475	534	*	1894	ENSMUSG00000045252	25862265	25862501	+	downstream	14943	14441	NearestLocation
X1895.ENSMUSG00000037563	chr7	29144691	29145369	679	*	1895	ENSMUSG00000037563	29135671	29135870	+	downstream	9359	8821	NearestLocation
X1896.ENSMUSG00000053522	chr7	29647911	29648399	489	*	1896	ENSMUSG00000053522	29648872	29648975	+	upstream	-717	473	NearestLocation
X1897.ENSMUSG00000030873	chr7	129061048	129061841	794	*	1897	ENSMUSG00000030873	129008591	129008651	+	downstream	52853	52397	NearestLocation
X1898.ENSMUSG00000030745	chr7	132785487	132786444	958	*	1898	ENSMUSG00000030745	132746943	132747366	+	downstream	39023	38121	NearestLocation
X1899.ENSMUSG00000030742	chr7	133512470	133513580	1111	*	1899	ENSMUSG00000030742	133512662	133513057	-	includeFeature	32	192	NearestLocation
X1900.ENSMUSG00000002210	chr7	25190494	25191320	827	*	1900	ENSMUSG00000002210	25184638	25184910	+	downstream	6269	5584	NearestLocation
X1901.ENSMUSG00000066129	chr7	147060733	147061929	1197	*	1901	ENSMUSG00000066129	147080595	147081187	+	upstream	-19264	18666	NearestLocation
X1902.ENSMUSG00000059273	chr7	17007398	17007846	449	*	1902	ENSMUSG00000059273	16986230	16986390	+	downstream	21392	21008	NearestLocation
X1903.ENSMUSG00000038292	chr7	52462899	52463401	503	*	1903	ENSMUSG00000038292	52459962	52460262	-	upstream	-2888	2637	NearestLocation
X1904.ENSMUSG00000074361	chr7	16822381	16822914	534	*	1904	ENSMUSG00000074361	16829372	16829503	-	downstream	6855	6458	NearestLocation
X1905.ENSMUSG00000037337	chr7	29820813	29821556	744	*	1905	ENSMUSG00000037337	29767073	29767283	+	downstream	54111	53530	NearestLocation
X1906.ENSMUSG00000043456	chr7	37953932	37954484	553	*	1906	ENSMUSG00000043456	38352833	38353409	-	downstream	399201	398349	NearestLocation
X1907.ENSMUSG00000070436	chr7	106497263	106498057	795	*	1907	ENSMUSG00000070436	106501563	106501740	-	downstream	4080	3506	NearestLocation
X1908.ENSMUSG00000038886	chr7	87511835	87512733	899	*	1908	ENSMUSG00000038886	87515988	87516072	-	downstream	3788	3255	NearestLocation
X1909.ENSMUSG00000030590	chr7	29933553	29934281	729	*	1909	ENSMUSG00000030590	29941149	29941229	-	downstream	7312	6868	NearestLocation
X1910.ENSMUSG00000002771	chr7	53117035	53117886	852	*	1910	ENSMUSG00000002771	53121482	53122499	-	downstream	5039	3596	NearestLocation
X1911.ENSMUSG00000039133	chr7	86851408	86852017	610	*	1911	ENSMUSG00000039133	86855257	86857243	+	upstream	-3545	3240	NearestLocation
X1912.ENSMUSG00000060621	chr7	20119915	20120747	833	*	1912	ENSMUSG00000060621	20104080	20104170	+	downstream	16251	15745	NearestLocation
X1913.ENSMUSG00000040205	chr7	138406100	138406616	517	*	1913	ENSMUSG00000040205	138465480	138465806	-	downstream	59448	58864	NearestLocation
X1914.ENSMUSG00000047730	chr7	28870911	28871747	837	*	1914	ENSMUSG00000047730	28856255	28856271	+	downstream	15074	14640	NearestLocation
X1915.ENSMUSG00000046378	chr7	134091669	134092616	948	*	1915	ENSMUSG00000046378	134091785	134092673	-	overlapEnd	531	57	NearestLocation
X1916.ENSMUSG00000047586	chr7	29349253	29350655	1403	*	1916	ENSMUSG00000047586	29331770	29332273	-	upstream	-17681	16980	NearestLocation
X1917.ENSMUSG00000002968	chr7	52135186	52136479	1294	*	1917	ENSMUSG00000002968	52147601	52147779	-	downstream	11947	11122	NearestLocation
X1918.ENSMUSG00000030782	chr7	135392483	135393153	671	*	1918	ENSMUSG00000030782	135390475	135390522	+	downstream	2343	1961	NearestLocation
X1919.ENSMUSG00000047586	chr7	29347085	29348068	984	*	1919	ENSMUSG00000047586	29331770	29332273	-	upstream	-15303	14812	NearestLocation
X1920.ENSMUSG00000035203	chr7	5047163	5047726	564	*	1920	ENSMUSG00000035203	5031837	5032079	+	downstream	15607	15084	NearestLocation
X1921.ENSMUSG00000044452	chr7	36942258	36942833	576	*	1921	ENSMUSG00000044452	36587853	36588008	-	upstream	-354538	354250	NearestLocation
X1922.ENSMUSG00000090330	chr7	26010130	26011570	1441	*	1922	ENSMUSG00000090330	26013706	26013792	+	upstream	-2856	2136	NearestLocation
X1923.ENSMUSG00000035211	chr7	107018238	107018686	449	*	1923	ENSMUSG00000035211	107007728	107007740	+	downstream	10734	10498	NearestLocation
X1924.ENSMUSG00000031493	chr7	29956326	29958371	2046	*	1924	ENSMUSG00000031493	29955239	29955460	+	downstream	2109	866	NearestLocation
X1925.ENSMUSG00000030742	chr7	133513651	133514410	760	*	1925	ENSMUSG00000030742	133512662	133513057	-	upstream	-973	594	NearestLocation
X1926.ENSMUSG00000058975	chr7	53653026	53653803	778	*	1926	ENSMUSG00000058975	53651867	53653617	+	overlapEnd	1547	186	NearestLocation
X1927.ENSMUSG00000066129	chr7	147085327	147085867	541	*	1927	ENSMUSG00000066129	147080595	147081187	+	downstream	5002	4140	NearestLocation
X1928.ENSMUSG00000037664	chr7	150526401	150526976	576	*	1928	ENSMUSG00000037664	150646758	150646955	-	downstream	120267	119782	NearestLocation
X1929.ENSMUSG00000055826	chr7	25117966	25119115	1150	*	1929	ENSMUSG00000055826	25118099	25118984	-	includeFeature	444	131	NearestLocation
X1930.ENSMUSG00000037664	chr7	150515145	150515815	671	*	1930	ENSMUSG00000037664	150646758	150646955	-	downstream	131475	130943	NearestLocation
X1931.ENSMUSG00000019370	chr7	17501749	17502681	933	*	1931	ENSMUSG00000019370	17502424	17502514	-	includeFeature	299	167	NearestLocation
X1932.ENSMUSG00000036957	chr7	31140442	31141267	826	*	1932	ENSMUSG00000036957	31146952	31147791	-	downstream	6937	5685	NearestLocation
X1933.ENSMUSG00000030682	chr7	134135610	134136495	886	*	1933	ENSMUSG00000030682	134119863	134120320	+	downstream	16189	15290	NearestLocation
X1934.ENSMUSG00000078816	chr7	3296617	3297303	687	*	1934	ENSMUSG00000078816	3303640	3304085	+	upstream	-6680	6337	NearestLocation
X1935.ENSMUSG00000063651	chr7	26134464	26134993	530	*	1935	ENSMUSG00000063651	26154684	26154743	-	downstream	20015	19691	NearestLocation
X1936.ENSMUSG00000050708	chr7	52710133	52710910	778	*	1936	ENSMUSG00000050708	52714900	52715209	-	downstream	4687	3990	NearestLocation
X1937.ENSMUSG00000060260	chr7	146433294	146434084	791	*	1937	ENSMUSG00000060260	146434381	146434542	+	upstream	-692	297	NearestLocation
X1938.ENSMUSG00000051614	chr7	132251207	132251832	626	*	1938	ENSMUSG00000051614	132461873	132463032	+	upstream	-210353	210041	NearestLocation
X1939.ENSMUSG00000040907	chr7	25782047	25782787	741	*	1939	ENSMUSG00000040907	25790774	25790914	-	downstream	8497	7987	NearestLocation
X1940.ENSMUSG00000003437	chr7	29188558	29189152	595	*	1940	ENSMUSG00000003437	29177970	29178273	+	downstream	10885	10285	NearestLocation
X1941.ENSMUSG00000030605	chr7	86293424	86293943	520	*	1941	ENSMUSG00000030605	86293781	86293946	-	overlapEnd	262	3	NearestLocation
X1942.ENSMUSG00000034951	chr7	129124837	129125322	486	*	1942	ENSMUSG00000034951	129124931	129125225	-	includeFeature	145	94	NearestLocation
X1943.ENSMUSG00000037606	chr7	150925777	150926413	637	*	1943	ENSMUSG00000037606	150926175	150926246	-	includeFeature	151	167	NearestLocation
X1944.ENSMUSG00000037772	chr7	149757256	149757971	716	*	1944	ENSMUSG00000037772	149718917	149719099	+	downstream	38697	38157	NearestLocation
X1945.ENSMUSG00000038618	chr7	148403027	148404067	1041	*	1945	ENSMUSG00000038618	148401759	148401839	+	downstream	1788	1188	NearestLocation
X1946.ENSMUSG00000040714	chr7	19978597	19980889	2293	*	1946	ENSMUSG00000040714	19989370	19989453	-	downstream	9710	8481	NearestLocation
X1947.ENSMUSG00000011096	chr7	52094582	52096171	1590	*	1947	ENSMUSG00000011096	52104361	52104718	+	upstream	-8985	8190	NearestLocation
X1948.ENSMUSG00000046574	chr7	52303345	52304965	1621	*	1948	ENSMUSG00000046574	52308166	52308251	-	downstream	4096	3201	NearestLocation
X1949.ENSMUSG00000060814	chr7	106754902	106755531	630	*	1949	ENSMUSG00000060814	106774004	106774684	-	downstream	19468	18473	NearestLocation
